"","DATE.OF.INTERVIEW","X1.9..latitude.","X1.9..longitude.","X1.9..altitude.","area.m3","Perception.of.the.fill.level","people.using.toilet","days.to.fill","date.full","Transport"
"6809","2017-10-27",-15.4473717,28.2368067,1267.5,12.5,NA,5,9765.625,"2044-07-22","Vacuum Tanker"
"6810","2017-10-27",-15.44595,28.2372767,1268.2,4.5,"Half-full",5,3515.625,"2027-06-12","Vacuum Tanker"
"6811","2017-10-27",-15.447975,28.2376317,1280.5,4.5,"Almost empty",10,2636.71875,"2025-01-14","Vacuum Tanker"
"6812","2017-10-27",-15.4461667,28.237335,1280.9,4.5,"Half-full",10,1757.8125,"2022-08-19","Vacuum Tanker"
"6813","2017-10-27",-15.446835,28.2365683,1284.7,12.5,"Half-full",7,6975.44642857143,"2036-12-01","Vacuum Tanker"
"6814","2017-10-27",-15.4473217,28.2368633,1251.3,4.5,"Half-full",8,2197.265625,"2023-11-02","Push Cart"
"6815","2017-10-27",-15.4471467,28.2378367,1284.2,4.5,"Half-full",12,1464.84375,"2021-10-30","Vacuum Tanker"
"6816","2017-10-27",-15.4474217,28.2371533,1268,4.5,"Almost full",17,517.003676470588,"2019-03-28","Vacuum Tanker"
"6817","2017-10-27",-15.44631,28.2372367,1262.6,12.5,"Half-full",5,9765.625,"2044-07-22","Light Truck"
"6818","2017-10-27",-15.4475183,28.2369783,1281.9,4.5,"Almost full",18,488.28125,"2019-02-27","Vacuum Tanker"
"6819","2017-10-27",-15.4463467,28.2379183,1271.9,12.5,"Almost empty",22,3329.19034090909,"2026-12-08","Vacuum Tanker"
"6820","2017-10-27",-15.447585,28.2374733,1274.2,0,"Almost empty",5,0,"2017-10-27","Vacuum Tanker"
"6821","2017-10-27",-15.4476317,28.2371317,1261.7,4.5,"Almost full",13,676.081730769231,"2019-09-03","Vacuum Tanker"
"6822","2017-10-27",-15.447955,28.2373367,1287.2,4.5,"Half-full",6,2929.6875,"2025-11-03","Vacuum Tanker"
"6823","2017-10-27",-15.4462167,28.238015,1251.7,12.5,"Almost empty",11,6658.38068181818,"2036-01-19","Vacuum Tanker"
"6824","2017-10-27",-15.44655,28.23762,1274.4,4.5,"Almost full",10,878.90625,"2020-03-23","Vacuum Tanker"
"6825","2017-10-27",-15.4481883,28.2373317,1290.1,4.5,"Half-full",5,3515.625,"2027-06-12","Vacuum Tanker"
"6826","2017-10-27",-15.4461333,28.2381183,1258.2,12.5,"Almost empty",105,697.544642857143,"2019-09-24","Vacuum Tanker"
"6827","2017-10-27",-15.4467983,28.2374483,1276.4,4.5,"Full",8,439.453125,"2019-01-09","Vacuum Tanker"
"6828","2017-10-27",-15.447035,28.2373617,1294.4,4.5,"Half-full",12,1464.84375,"2021-10-30","Vacuum Tanker"
"6829","2017-10-27",-15.44687,28.2381983,1317.2,4.5,"Half-full",7,2511.16071428571,"2024-09-11","Vacuum Tanker"
"6830","2017-10-27",-15.4472683,28.2382167,1274.3,4.5,"Half-full",6,2929.6875,"2025-11-03","Vacuum Tanker"
"6831","2017-10-27",-15.4485017,28.23868,1288.2,4.5,"Almost full",11,799.005681818182,"2020-01-04","Vacuum Tanker"
"6832","2017-10-27",-15.4485717,28.2383717,1276.3,4.5,"Almost empty",9,2929.6875,"2025-11-03","Vacuum Tanker"
"6833","2017-10-27",-15.4482433,28.2383783,1287.5,4.5,"Almost full",20,439.453125,"2019-01-09","Vacuum Tanker"
"6834","2017-10-27",-15.4484733,28.2381983,1256,12.5,NA,19,2569.90131578947,"2024-11-08","Vacuum Tanker"
"6835","2017-10-27",-15.44813,28.2383283,1287.2,12.5,"Almost empty",12,6103.515625,"2034-07-13","Vacuum Tanker"
"6836","2017-10-27",-15.448755,28.2384067,1289.4,4.5,"Almost full",3,2929.6875,"2025-11-03","Vacuum Tanker"
"6837","2017-10-27",-15.447955,28.2381633,1280.1,12.5,"Half-full",11,4438.92045454545,"2029-12-21","Vacuum Tanker"
"6838","2017-10-27",-15.4483167,28.2385783,1283.5,12.5,"Almost full",9,2712.67361111111,"2025-03-31","Vacuum Tanker"
"6839","2017-10-27",-15.448015,28.23789,1266.5,12.5,NA,15,3255.20833333333,"2026-09-25","Vacuum Tanker"
"6840","2017-10-27",-15.4478717,28.23826,1298.8,4.5,"Half-full",20,878.90625,"2020-03-23","Vacuum Tanker"
"6841","2017-10-27",-15.4485367,28.2387633,1411.7,12.5,"Almost empty",195,375.600961538462,"2018-11-06","Vacuum Tanker"
"6842","2017-10-27",-15.4476083,28.2378233,1269.9,4.5,"Half-full",8,2197.265625,"2023-11-02","Vacuum Tanker"
"6843","2017-10-27",-15.4481883,28.2386583,1282.4,4.5,"Almost full",24,366.2109375,"2018-10-28","Vacuum Tanker"
"6844","2017-10-27",-15.4469267,28.2365883,1274.9,4.5,"Almost empty",26,1014.12259615385,"2020-08-06","Vacuum Tanker"
"6845","2017-10-27",NA,NA,NA,4.5,"Almost full",21,418.526785714286,"2018-12-19","Vacuum Tanker"
"6846","2017-10-27",-15.4481833,28.23866,1283.5,4.5,"Half-full",15,1171.875,"2021-01-10","Vacuum Tanker"
"6847","2017-10-27",-15.447735,28.23781,1273.8,4.5,"Almost empty",9,2929.6875,"2025-11-03","Vacuum Tanker"
"6848","2017-10-26",-15.44811,28.2385833,1282.6,4.5,"Almost full",8,1098.6328125,"2020-10-28","Vacuum Tanker"
"6849","2017-10-27",-15.4479067,28.2386967,1285.3,4.5,"Half-full",11,1598.01136363636,"2022-03-13","Vacuum Tanker"
"6850","2017-10-27",-15.4423683,28.2355367,1271.5,4.5,"Half-full",18,976.5625,"2020-06-29","Vacuum Tanker"
"6851","2017-10-19",-15.4225933,28.2390017,1292.3,12.5,NA,14,3487.72321428571,"2027-05-07","Vacuum Tanker"
"6852","2017-10-30",-15.4483733,28.23801,1315.7,12.5,"Half-full",8,6103.515625,"2034-07-16","Vacuum Tanker"
"6853","2017-10-30",-15.4485183,28.2373917,1247.8,4.5,"Almost empty",5,5273.4375,"2032-04-07","Vacuum Tanker"
"6854","2017-10-30",-15.448605,28.2382383,1251.2,4.5,"Almost full",14,627.790178571429,"2019-07-19","Vacuum Tanker"
"6855","2017-10-30",-15.4486783,28.2375767,1281.1,4.5,"Almost full",14,627.790178571429,"2019-07-19","Vacuum Tanker"
"6856","2017-10-30",-15.4482733,28.2378117,1265.7,4.5,"Half-full",8,2197.265625,"2023-11-05","Vacuum Tanker"
"6857","2017-10-30",-15.44915,28.2369833,1266.4,4.5,"Almost empty",10,2636.71875,"2025-01-17","Vacuum Tanker"
"6858","2017-10-28",-15.4484183,28.23763,1255.5,4.5,"Half-full",15,1171.875,"2021-01-11","Vacuum Tanker"
"6859","2017-10-30",-15.44832,28.23758,1249.6,12.5,"Half-full",12,4069.01041666667,"2028-12-20","Vacuum Tanker"
"6860","2017-10-30",-15.4486733,28.2371633,1289.6,4.5,"Half-full",30,585.9375,"2019-06-07","Vacuum Tanker"
"6861","2017-10-30",-15.44788,28.2370867,1263.6,12.5,"Almost empty",15,4882.8125,"2031-03-13","Vacuum Tanker"
"6862","2017-10-23",-15.449155,28.2364133,1254.4,4.5,"Half-full",5,3515.625,"2027-06-08","Vacuum Tanker"
"6863","2017-10-30",-15.4488567,28.2362067,1280.6,4.5,"Almost full",10,878.90625,"2020-03-26","Vacuum Tanker"
"6864","2017-10-30",-15.4488017,28.2358317,1275.3,4.5,"Almost empty",5,5273.4375,"2032-04-07","Light Truck"
"6865","2017-10-30",-15.4494417,28.2361417,1263.5,4.5,"Half-full",20,878.90625,"2020-03-26","Vacuum Tanker"
"6866","2017-10-30",-15.4489583,28.2361983,1278.6,12.5,"Almost empty",9,8138.02083333333,"2040-02-10","Vacuum Tanker"
"6867","2017-10-30",-15.4491483,28.23592,1269.2,4.5,"Half-full",10,1757.8125,"2022-08-22","Vacuum Tanker"
"6868","2017-10-30",-15.449245,28.23583,1282.8,4.5,"Almost full",6,1464.84375,"2021-11-02","Vacuum Tanker"
"6869","2017-10-30",-15.4493033,28.23611,1273.5,12.5,"Almost empty",6,12207.03125,"2051-04-02","Vacuum Tanker"
"6870","2017-10-30",-15.4493617,28.2359017,1262.6,4.5,"Half-full",8,2197.265625,"2023-11-05","Vacuum Tanker"
"6871","2017-10-30",-15.4479133,28.2346867,1244.2,4.5,"Full",12,292.96875,"2018-08-18","Vacuum Tanker"
"6872","2017-10-30",-15.4475583,28.2352083,1272.7,4.5,"Half-full",11,1598.01136363636,"2022-03-16","Vacuum Tanker"
"6873","2017-10-30",-15.4472317,28.2345267,1268.8,4.5,"Almost full",9,976.5625,"2020-07-02","Vacuum Tanker"
"6874","2017-10-30",-15.4477267,28.235515,1266.2,4.5,"Half-full",8,2197.265625,"2023-11-05","Vacuum Tanker"
"6875","2017-10-30",-15.4476917,28.23533,1262.8,4.5,"Half-full",5,3515.625,"2027-06-15","Vacuum Tanker"
"6876","2017-10-30",-15.4475067,28.2355567,1278.5,12.5,"Almost empty",8,9155.2734375,"2042-11-23","Vacuum Tanker"
"6877","2017-10-30",-15.4474333,28.2351833,1269.8,4.5,"Half-full",10,1757.8125,"2022-08-22","Vacuum Tanker"
"6878","2017-10-30",-15.4481567,28.23484,1275.9,12.5,"Half-full",8,6103.515625,"2034-07-16","Vacuum Tanker"
"6879","2017-10-30",-15.4478883,28.2354633,1266.8,4.5,"Half-full",8,2197.265625,"2023-11-05","Vacuum Tanker"
"6880","2017-10-28",-15.4323354097605,28.3203506469727,NA,4.5,"Almost empty",9,2929.6875,"2025-11-04","Vacuum Tanker"
"6881","2017-10-30",-15.4473483,28.2353867,1275.9,4.5,"Almost empty",5,5273.4375,"2032-04-07","Vacuum Tanker"
"6882","2017-10-30",-15.44787,28.2352833,1266.6,4.5,"Half-full",11,1598.01136363636,"2022-03-16","Vacuum Tanker"
"6883","2017-10-30",-15.4472617,28.2351067,1271.9,4.5,NA,12,1464.84375,"2021-11-02","Light Truck"
"6884","2017-10-30",-15.4481283,28.23565,1279.1,4.5,"Half-full",8,2197.265625,"2023-11-05","Vacuum Tanker"
"6885","2017-10-30",-15.44667,28.23611,1348.1,12.5,NA,58,841.864224137931,"2020-02-18","Vacuum Tanker"
"6886","2017-10-30",-15.4479467,28.235465,1281.4,4.5,"Half-full",7,2511.16071428571,"2024-09-14","Vacuum Tanker"
"6887","2017-10-28",-15.4469633,28.2350167,1268.5,4.5,"Almost full",13,676.081730769231,"2019-09-04","Vacuum Tanker"
"6888","2017-10-30",-15.4469717,28.2352733,1277.5,4.5,"Half-full",7,2511.16071428571,"2024-09-14","Vacuum Tanker"
"6889","2017-10-30",-15.4470833,28.235485,1279.3,4.5,"Half-full",8,2197.265625,"2023-11-05","Vacuum Tanker"
"6890","2017-10-30",-15.4467683,28.2348483,1268.4,4.5,"Almost full",14,627.790178571429,"2019-07-19","Vacuum Tanker"
"6891","2017-10-31",-15.4468867,28.2350033,1272.8,4.5,"Half-full",12,1464.84375,"2021-11-03","Vacuum Tanker"
"6892","2017-10-30",-15.4481683,28.2354833,1274.7,4.5,"Half-full",7,2511.16071428571,"2024-09-14","Vacuum Tanker"
"6893","2017-10-30",-15.44732,28.2360433,1303.7,4.5,"Half-full",9,1953.125,"2023-03-06","Vacuum Tanker"
"6894","2017-10-28",-15.44678,28.2348583,1277.3,4.5,"Almost full",6,1464.84375,"2021-10-31","Vacuum Tanker"
"6895","2017-10-30",-15.4483,28.2356083,1278,12.5,"Half-full",12,4069.01041666667,"2028-12-20","Vacuum Tanker"
"6896","2017-10-30",-15.4467083,28.235295,1269.9,12.5,"Almost empty",5,14648.4375,"2057-12-07","Vacuum Tanker"
"6897","2017-10-30",-15.4468317,28.235375,1273.6,4.5,"Half-full",6,2929.6875,"2025-11-06","Vacuum Tanker"
"6898","2017-10-30",-15.4475383,28.2361683,1314.8,4.5,"Almost full",19,462.582236842105,"2019-02-04","Vacuum Tanker"
"6899","2017-10-30",-15.44834,28.235595,1275.5,4.5,"Half-full",18,976.5625,"2020-07-02","Vacuum Tanker"
"6900","2017-10-30",-15.4465133,28.2350067,1271.8,12.5,"Half-full",8,6103.515625,"2034-07-16","Light Truck"
"6901","2017-10-30",-15.4483717,28.235765,1246.4,12.5,"Half-full",4,12207.03125,"2051-04-02","Vacuum Tanker"
"6902","2017-10-30",-15.4462033,28.23512,1251.4,4.5,"Almost empty",51,517.003676470588,"2019-03-31","Vacuum Tanker"
"6903","2017-10-30",-15.446205,28.2351367,1265.6,4.5,"Half-full",5,3515.625,"2027-06-15","Vacuum Tanker"
"6904","2017-10-30",-15.447605,28.23624,1280.6,4.5,"Half-full",11,1598.01136363636,"2022-03-16","Vacuum Tanker"
"6905","2017-10-30",-15.44627,28.2354333,1274.4,4.5,"Half-full",8,2197.265625,"2023-11-05","Vacuum Tanker"
"6906","2017-10-30",-15.4484333,28.2356267,1271.4,12.5,"Half-full",9,5425.34722222222,"2032-09-06","Vacuum Tanker"
"6907","2017-10-30",-15.4486083,28.2357733,1250.5,12.5,"Almost full",6,4069.01041666667,"2028-12-20","Vacuum Tanker"
"6908","2017-10-30",-15.44781,28.2361367,1278.9,4.5,"Half-full",13,1352.16346153846,"2021-07-13","Vacuum Tanker"
"6909","2017-10-23",-15.446125,28.2355083,1269.7,4.5,"Half-full",20,878.90625,"2020-03-19","Vacuum Tanker"
"6910","2017-10-30",-15.44764,28.2361633,1264.4,4.5,"Half-full",9,1953.125,"2023-03-06","Vacuum Tanker"
"6911","2017-10-30",-15.4478967,28.2360333,1279.7,4.5,"Half-full",13,1352.16346153846,"2021-07-13","Vacuum Tanker"
"6912","2017-10-30",-15.446595,28.2355017,1259.6,4.5,"Half-full",10,1757.8125,"2022-08-22","Vacuum Tanker"
"6913","2017-10-30",-15.4487583,28.23571,1268.7,4.5,"Almost full",20,439.453125,"2019-01-12","Vacuum Tanker"
"6914","2017-10-30",-15.4462683,28.2358233,1278,4.5,"Half-full",5,3515.625,"2027-06-15","Vacuum Tanker"
"6915","2017-10-27",-15.44874,28.2358383,1272.4,4.5,"Half-full",5,3515.625,"2027-06-12","Vacuum Tanker"
"6916","2017-10-30",-15.4461967,28.2358,1279.4,4.5,"Almost empty",6,4394.53125,"2029-11-10","Vacuum Tanker"
"6917","2017-10-30",-15.4480617,28.2361483,1279.3,4.5,"Almost full",10,878.90625,"2020-03-26","Vacuum Tanker"
"6918","2017-10-30",-15.4479533,28.2362633,1279.8,4.5,"Half-full",11,1598.01136363636,"2022-03-16","Vacuum Tanker"
"6919","2017-10-28",-15.4485233,28.23603,1272.2,12.5,"Half-full",8,6103.515625,"2034-07-14","Vacuum Tanker"
"6920","2017-10-30",-15.4463667,28.2359683,1276.8,4.5,"Half-full",17,1034.00735294118,"2020-08-29","Vacuum Tanker"
"6921","2017-10-30",-15.44847,28.23616,1275.3,4.5,"Half-full",13,1352.16346153846,"2021-07-13","Vacuum Tanker"
"6922","2017-10-30",-15.4461867,28.2360717,1282,12.5,"Half-full",11,4438.92045454545,"2029-12-24","Vacuum Tanker"
"6923","2017-10-28",-15.4487133,28.2360083,1274.1,12.5,"Half-full",5,9765.625,"2044-07-23","Vacuum Tanker"
"6924","2017-10-28",-15.4481967,28.2358517,1275.8,4.5,"Half-full",12,1464.84375,"2021-10-31","Vacuum Tanker"
"6925","2017-10-30",-15.448315,28.236095,1272.4,4.5,"Half-full",8,2197.265625,"2023-11-05","Vacuum Tanker"
"6926",NA,-15.4460867,28.2362417,1278.2,4.5,"Half-full",22,799.005681818182,NA,"Vacuum Tanker"
"6927","2017-10-30",-15.4481033,28.2359867,1271,4.5,"Half-full",10,1757.8125,"2022-08-22","Vacuum Tanker"
"6928","2017-10-30",-15.447985,28.2358367,1273.8,4.5,"Half-full",10,1757.8125,"2022-08-22","Vacuum Tanker"
"6929","2017-10-30",-15.4457867,28.2354683,1279.2,4.5,"Half-full",16,1098.6328125,"2020-11-01","Vacuum Tanker"
"6930","2017-10-30",-15.4463133,28.2359667,1267.1,12.5,"Half-full",4,12207.03125,"2051-04-02","Vacuum Tanker"
"6931","2017-10-30",-15.449685,28.2334733,1260.6,4.5,"Almost full",20,439.453125,"2019-01-12","Vacuum Tanker"
"6932","2017-10-30",-15.445905,28.2352833,1277.3,4.5,"Half-full",15,1171.875,"2021-01-13","Vacuum Tanker"
"6933","2017-10-30",-15.4478917,28.2359,1272.6,4.5,"Half-full",16,1098.6328125,"2020-11-01","Vacuum Tanker"
"6934","2017-10-30",-15.4478133,28.2357217,1275.6,0,"Half-full",11,0,"2017-10-30","Vacuum Tanker"
"6935","2017-10-30",-15.4499583,28.23354,1259.7,12.5,"Almost full",37,659.839527027027,"2019-08-20","Vacuum Tanker"
"6936","2017-10-30",-15.4496483,28.233945,1267.9,12.5,"Almost empty",7,10463.1696428571,"2046-06-23","Vacuum Tanker"
"6937","2017-10-30",-15.4460283,28.2345917,1276.7,12.5,"Almost full",8,3051.7578125,"2026-03-08","Vacuum Tanker"
"6938","2017-10-30",-15.4498183,28.2337017,1253.2,12.5,"Almost full",20,1220.703125,"2021-03-03","Vacuum Tanker"
"6939","2017-10-30",-15.4463217,28.2346083,1268.3,4.5,"Half-full",6,2929.6875,"2025-11-06","Vacuum Tanker"
"6940","2017-10-26",-15.447605,28.235705,1275.2,4.5,"Half-full",8,2197.265625,"2023-11-01","Vacuum Tanker"
"6941","2017-10-30",-15.446135,28.234995,1270.1,4.5,"Half-full",3,5859.375,"2033-11-14","Vacuum Tanker"
"6942","2017-10-30",-15.447715,28.235845,1264.5,4.5,"Half-full",23,764.266304347826,"2019-12-03","Vacuum Tanker"
"6943","2017-10-30",-15.4495017,28.2339083,1277,4.5,"Almost full",6,1464.84375,"2021-11-02","Vacuum Tanker"
"6944","2017-10-30",-15.4323354097605,28.3203506469727,NA,12.5,"Almost empty",6,12207.03125,"2051-04-02","Vacuum Tanker"
"6945","2017-10-30",-15.4489217,28.233855,1270.8,4.5,"Almost full",4,2197.265625,"2023-11-05","Vacuum Tanker"
"6946","2017-10-30",-15.4475633,28.235775,1272.1,12.5,"Half-full",11,4438.92045454545,"2029-12-24","Vacuum Tanker"
"6947","2017-10-23",-15.4465467,28.2340383,1279.4,12.5,"Half-full",9,5425.34722222222,"2032-08-30","Vacuum Tanker"
"6948","2017-10-30",-15.4492733,28.2339617,1270.1,12.5,"Almost empty",5,14648.4375,"2057-12-07","Vacuum Tanker"
"6949","2017-10-28",-15.449,28.2341133,1279.8,4.5,"Almost full",6,1464.84375,"2021-10-31","Vacuum Tanker"
"6950","2017-10-30",-15.4464517,28.2342333,1284.5,4.5,"Almost full",5,1757.8125,"2022-08-22","Vacuum Tanker"
"6951","2017-10-30",-15.4492233,28.2341933,1272.6,4.5,"Almost full",12,732.421875,"2019-11-01","Light Truck"
"6952","2017-10-30",-15.4467517,28.2337,1267.8,4.5,"Half-full",10,1757.8125,"2022-08-22","Vacuum Tanker"
"6953","2017-10-30",-15.44869,28.234045,1272.9,4.5,"Almost full",11,799.005681818182,"2020-01-07","Vacuum Tanker"
"6954","2017-10-30",-15.4465217,28.2339733,1261.4,4.5,"Almost full",9,976.5625,"2020-07-02","Vacuum Tanker"
"6955","2017-10-30",-15.4485633,28.233715,1278.1,4.5,"Half-full",7,2511.16071428571,"2024-09-14","Vacuum Tanker"
"6956","2017-10-30",-15.4469083,28.2333883,1272.6,4.5,"Half-full",8,2197.265625,"2023-11-05","Vacuum Tanker"
"6957","2017-10-30",-15.44722,28.2333967,1283.4,12.5,"Almost empty",6,12207.03125,"2051-04-02","Vacuum Tanker"
"6958","2017-10-30",-15.4482667,28.23396,1289.1,4.5,"Full",3,1171.875,"2021-01-13","Vacuum Tanker"
"6959","2017-10-30",-15.4465033,28.2335633,1272.8,4.5,"Half-full",6,2929.6875,"2025-11-06","Vacuum Tanker"
"6960","2017-10-30",-15.447485,28.23328,1282.6,4.5,"Half-full",14,1255.58035714286,"2021-04-07","Vacuum Tanker"
"6961","2017-10-30",-15.4483267,28.23364,1281,12.5,"Half-full",5,9765.625,"2044-07-25","Vacuum Tanker"
"6962","2017-10-30",-15.4323354097605,28.3203506469727,NA,4.5,"Almost empty",13,2028.24519230769,"2023-05-20","Vacuum Tanker"
"6963","2017-10-30",-15.44838,28.2340517,1282.2,4.5,"Full",11,319.602272727273,"2018-09-14","Vacuum Tanker"
"6964","2017-10-30",-15.4323354097605,28.3203506469727,NA,4.5,"Half-full",10,1757.8125,"2022-08-22","Vacuum Tanker"
"6965","2017-10-30",-15.4474967,28.233115,1282.9,0,"Half-full",4,0,"2017-10-30","Vacuum Tanker"
"6966","2017-10-30",-15.4478833,28.234425,1282,0,"Empty",5,0,"2017-10-30","Vacuum Tanker"
"6967","2017-10-30",-15.4478983,28.2329367,1283,12.5,NA,59,827.595338983051,"2020-02-04","Vacuum Tanker"
"6968","2017-10-30",-15.446415,28.2324617,1271,12.5,"Almost empty",7,10463.1696428571,"2046-06-23","Vacuum Tanker"
"6969","2017-10-30",-15.4463583,28.23293,1269.2,12.5,"Almost full",11,2219.46022727273,"2023-11-27","Vacuum Tanker"
"6970","2017-10-30",-15.4468233,28.2325817,1269.7,4.5,"Almost full",17,517.003676470588,"2019-03-31","Vacuum Tanker"
"6971","2017-10-30",-15.446255,28.23245,1272,0,"Half-full",11,0,"2017-10-30","Vacuum Tanker"
"6972","2017-10-30",-15.4323354097605,28.3203506469727,NA,12.5,"Half-full",10,4882.8125,"2031-03-13","Vacuum Tanker"
"6973","2017-10-30",-15.4462433,28.23269,1269.8,12.5,"Almost full",13,1878.00480769231,"2022-12-21","Vacuum Tanker"
"6974","2017-10-30",-15.4458717,28.232755,1279.3,12.5,"Almost full",7,3487.72321428571,"2027-05-18","Vacuum Tanker"
"6975","2017-10-30",-15.445395,28.2322233,1269.2,12.5,"Half-full",4,12207.03125,"2051-04-02","Vacuum Tanker"
"6976","2017-10-30",-15.4452067,28.2320483,1266.8,4.5,"Almost empty",10,2636.71875,"2025-01-17","Vacuum Tanker"
"6977","2017-10-30",-15.4465017,28.2330717,1270.6,12.5,"Almost empty",9,8138.02083333333,"2040-02-10","Vacuum Tanker"
"6978","2017-10-30",-15.4462617,28.232735,1278.3,12.5,"Almost full",8,3051.7578125,"2026-03-08","Vacuum Tanker"
"6979","2017-10-30",-15.446,28.23277,1232.8,4.5,"Almost empty",9,2929.6875,"2025-11-06","Vacuum Tanker"
"6980","2017-10-30",-15.44501,28.2319767,1279.6,12.5,"Half-full",15,3255.20833333333,"2026-09-28","Vacuum Tanker"
"6981","2017-10-30",-15.4463833,28.23334,1262.8,4.5,"Almost empty",7,3766.74107142857,"2028-02-21","Vacuum Tanker"
"6982","2017-10-30",-15.44577,28.2325017,1278.6,12.5,"Half-full",13,3756.00961538462,"2028-02-11","Vacuum Tanker"
"6983","2017-10-30",-15.4448183,28.231905,1256.5,12.5,"Almost empty",12,6103.515625,"2034-07-16","Vacuum Tanker"
"6984","2017-10-30",-15.4447833,28.23245,1276,4.5,"Half-full",7,2511.16071428571,"2024-09-14","Vacuum Tanker"
"6985","2017-10-30",-15.4456467,28.23268,1291.4,12.5,"Almost full",11,2219.46022727273,"2023-11-27","Vacuum Tanker"
"6986","2017-10-30",-15.4460383,28.233255,1273.6,12.5,"Almost empty",7,10463.1696428571,"2046-06-23","Vacuum Tanker"
"6987","2017-10-30",-15.4440167,28.2316517,1267.6,4.5,"Almost full",7,1255.58035714286,"2021-04-07","Vacuum Tanker"
"6988","2017-10-30",-15.444575,28.23227,1279.6,12.5,"Half-full",10,4882.8125,"2031-03-13","Vacuum Tanker"
"6989","2017-10-30",-15.445105,28.2326533,1286.5,12.5,"Almost empty",5,14648.4375,"2057-12-07","Vacuum Tanker"
"6990","2017-10-30",-15.445605,28.2326433,1290.7,4.5,"Almost full",7,1255.58035714286,"2021-04-07","Vacuum Tanker"
"6991","2017-10-30",-15.4437017,28.23142,1258.2,4.5,"Almost full",13,676.081730769231,"2019-09-06","Vacuum Tanker"
"6992","2017-10-30",-15.4456183,28.232475,1276.3,4.5,"Half-full",12,1464.84375,"2021-11-02","Vacuum Tanker"
"6993","2017-10-30",-15.4459433,28.2330467,1277.7,4.5,"Half-full",7,2511.16071428571,"2024-09-14","Vacuum Tanker"
"6994","2017-10-30",-15.443855,28.2316117,1270.1,4.5,"Half-full",7,2511.16071428571,"2024-09-14","Vacuum Tanker"
"6995","2017-10-30",-15.4441783,28.2322067,1284.1,12.5,"Half-full",4,12207.03125,"2051-04-02","Vacuum Tanker"
"6996",NA,-15.4449817,28.2326067,1267.3,4.5,"Half-full",8,2197.265625,NA,"Vacuum Tanker"
"6997","2017-10-30",-15.4454567,28.2326017,1274.8,4.5,"Almost full",8,1098.6328125,"2020-11-01","Vacuum Tanker"
"6998","2017-10-30",-15.445875,28.2330283,1277.4,12.5,"Half-full",11,4438.92045454545,"2029-12-24","Vacuum Tanker"
"6999","2017-10-30",-15.4323354097605,28.3203506469727,NA,4.5,"Almost empty",8,3295.8984375,"2026-11-07","Vacuum Tanker"
"7000","2017-10-30",-15.4434533,28.2316033,1298.3,4.5,"Full",13,270.432692307692,"2018-07-27","Vacuum Tanker"
"7001","2017-10-30",-15.44333,28.2315617,1269.7,4.5,"Half-full",3,5859.375,"2033-11-14","Vacuum Tanker"
"7002","2017-10-30",-15.4439467,28.2321267,1286.4,4.5,"Half-full",19,925.164473684211,"2020-05-12","Vacuum Tanker"
"7003","2017-10-28",-15.4452917,28.2325517,1282.3,4.5,"Almost full",14,627.790178571429,"2019-07-17","Vacuum Tanker"
"7004",NA,-15.4450067,28.232905,1276.9,4.5,"Half-full",7,2511.16071428571,NA,"Vacuum Tanker"
"7005","2017-10-30",-15.4452917,28.23238,1268.9,12.5,"Almost empty",7,10463.1696428571,"2046-06-23","Vacuum Tanker"
"7006","2017-10-30",-15.4437533,28.2322283,1279.7,4.5,"Almost empty",15,1757.8125,"2022-08-22","Vacuum Tanker"
"7007","2017-10-30",-15.4450833,28.23241,1274.6,4.5,"Half-full",10,1757.8125,"2022-08-22","Vacuum Tanker"
"7008",NA,-15.4432717,28.23173,1267.7,4.5,"Almost empty",10,2636.71875,NA,"Vacuum Tanker"
"7009","2017-10-30",-15.445065,28.232975,1273.7,4.5,"Half-full",6,2929.6875,"2025-11-06","Vacuum Tanker"
"7010","2017-10-30",-15.4436033,28.2320917,1284.8,4.5,"Half-full",16,1098.6328125,"2020-11-01","Vacuum Tanker"
"7011","2017-10-30",-15.4455433,28.2331917,1270.5,4.5,"Almost full",14,627.790178571429,"2019-07-19","Vacuum Tanker"
"7012","2017-10-30",-15.4450233,28.2334017,1279.2,4.5,"Half-full",6,2929.6875,"2025-11-06","Vacuum Tanker"
"7013","2017-10-30",-15.44293,28.2321967,1247.6,4.5,"Almost empty",8,3295.8984375,"2026-11-07","Vacuum Tanker"
"7014","2017-10-30",-15.4448233,28.23299,1270,4.5,"Half-full",5,3515.625,"2027-06-15","Vacuum Tanker"
"7015","2017-10-30",-15.443175,28.2321583,1285.2,4.5,"Half-full",5,3515.625,"2027-06-15","Vacuum Tanker"
"7016",NA,-15.4445217,28.2332767,1271.7,4.5,"Almost full",10,878.90625,NA,"Vacuum Tanker"
"7017","2017-10-30",-15.4443667,28.2316633,1259.2,4.5,"Almost empty",3,8789.0625,"2041-11-22","Vacuum Tanker"
"7018","2017-10-30",-15.444755,28.2328717,1272.4,4.5,"Half-full",5,3515.625,"2027-06-15","Vacuum Tanker"
"7019","2017-10-30",-15.4450017,28.2335983,1277.7,0,"Half-full",4,0,"2017-10-30","Vacuum Tanker"
"7020","2017-10-30",-15.4429983,28.2324767,1274.7,4.5,"Half-full",20,878.90625,"2020-03-26","Vacuum Tanker"
"7021","2017-10-30",-15.4446217,28.2327533,1276.5,4.5,"Almost full",6,1464.84375,"2021-11-02","Vacuum Tanker"
